created_at,entry_id,field1,field2
2024-02-14 07:21:16 UTC,16393811,0.000000,0.000000
2024-02-14 07:21:32 UTC,16393812,0.000000,0.000000
2024-02-14 07:21:48 UTC,16393813,0.000000,0.000000
2024-02-14 07:22:04 UTC,16393814,0.000000,0.000000
2024-02-14 07:22:20 UTC,16393815,0.000000,0.000000
2024-02-14 07:22:35 UTC,16393816,0.000000,0.000000
2024-02-14 07:22:50 UTC,16393817,3.000000,5.000000
2024-02-14 07:23:06 UTC,16393818,0.000000,0.000000
2024-02-14 07:23:21 UTC,16393819,0.000000,0.000000
2024-02-14 07:23:37 UTC,16393820,0.000000,0.000000
2024-02-14 07:23:52 UTC,16393821,0.000000,0.000000
2024-02-14 07:24:07 UTC,16393822,0.000000,0.000000
2024-02-14 07:24:23 UTC,16393823,0.000000,0.000000
2024-02-14 07:24:39 UTC,16393824,0.000000,0.000000
2024-02-14 07:24:55 UTC,16393825,0.000000,0.000000
2024-02-14 07:25:10 UTC,16393826,0.000000,4.000000
2024-02-14 07:25:25 UTC,16393827,4.000000,4.000000
2024-02-14 07:25:41 UTC,16393828,0.000000,0.000000
2024-02-14 07:25:57 UTC,16393829,0.000000,0.000000
2024-02-14 07:26:12 UTC,16393830,0.000000,0.000000
2024-02-14 07:26:27 UTC,16393831,0.000000,0.000000
2024-02-14 07:26:43 UTC,16393832,5.000000,5.000000
2024-02-14 07:26:59 UTC,16393833,5.000000,0.000000
2024-02-14 07:27:15 UTC,16393834,5.000000,0.000000
2024-02-14 07:27:30 UTC,16393835,3.000000,0.000000
2024-02-14 07:27:46 UTC,16393836,2.000000,0.000000
2024-02-14 07:28:02 UTC,16393837,0.000000,2.000000
2024-02-14 07:28:17 UTC,16393838,0.000000,0.000000
2024-02-14 07:28:33 UTC,16393839,9.000000,0.000000
2024-02-14 07:28:49 UTC,16393840,0.000000,0.000000
2024-02-14 07:29:05 UTC,16393841,3.000000,0.000000
2024-02-14 07:29:21 UTC,16393842,2.000000,0.000000
2024-02-14 07:29:37 UTC,16393843,0.000000,3.000000
2024-02-14 07:29:53 UTC,16393844,0.000000,3.000000
2024-02-14 07:30:09 UTC,16393845,0.000000,0.000000
2024-02-14 07:30:24 UTC,16393846,0.000000,0.000000
2024-02-14 07:30:40 UTC,16393847,0.000000,0.000000
2024-02-14 07:30:55 UTC,16393848,0.000000,0.000000
2024-02-14 07:31:10 UTC,16393849,0.000000,2.000000
2024-02-14 07:31:26 UTC,16393850,0.000000,0.000000
2024-02-14 07:31:41 UTC,16393851,0.000000,2.000000
2024-02-14 07:31:56 UTC,16393852,0.000000,0.000000
2024-02-14 07:32:11 UTC,16393853,0.000000,0.000000
2024-02-14 07:32:26 UTC,16393854,0.000000,0.000000
